generation,t_env,v_vie,n_inversions_vie,lambda_cout,graine,eta_moyen,eta_ecart_type,p_naif_moyen,p_libre_moyen,delta_p_moyen,fitness_max,survie_naif,survie_libre,discrimination_naif,discrimination_libre,discrim_tiers1_libre,discrim_tiers3_libre,discrim_tiers1_naif,discrim_tiers3_naif,repas_moyen_libre,repas_moyen_naif,nutritifs_moyen_libre,toxiques_moyen_libre,cout_apprentissage_moyen,derive_acquise_moyenne,derive_preference_moyenne,n_especes,complexite_moyenne
0,stable,nulle,0,0.0,22,0.4689569962088073,0.2740155859815201,56.51525000000001,76.22333333333333,19.70808333333333,791.4166666666666,0.02,0.03,0.5276292335115864,0.6006546644844517,0.45714285714285713,0.6428571428571429,0.52,0.6451612903225806,6.11,5.61,3.67,2.44,2.597561604200998,0.010373847253425656,0.15407440211615284,1,48.0
1,stable,nulle,0,0.0,22,0.4255638292563407,0.19753730375565948,93.969,128.45041666666668,34.481416666666675,1215.0,0.02,0.07,0.58625,0.6581858407079646,0.627906976744186,0.6721311475409836,0.5238095238095238,0.5897435897435898,9.04,8.0,5.95,3.09,4.260324277588819,0.021621401258091928,0.16214482000991923,1,47.82
2,stable,nulle,0,0.0,22,0.38761299289044004,0.182209804757129,123.14941666666665,167.34558333333334,44.19616666666668,2030.0,0.06,0.12,0.5629310344827586,0.6652470187393527,0.6601307189542484,0.7869822485207101,0.5545454545454546,0.6122448979591837,11.74,11.6,7.81,3.93,5.981385973581992,0.02896857527401336,0.19370059020316024,1,47.72
3,stable,nulle,0,0.0,22,0.39331793868777204,0.14288403918912299,158.20358333333334,183.81458333333333,25.611,1238.2833333333333,0.09,0.13,0.5714285714285714,0.6269896193771626,0.6190476190476191,0.7160493827160493,0.697986577181208,0.6301369863013698,14.45,14.77,9.06,5.39,8.12761526863529,0.03361926378764017,0.2329285965227738,1,47.78
4,stable,nulle,0,0.0,22,0.3777050613904903,0.11215481665133263,148.4934166666667,186.51333333333332,38.01991666666667,1577.4916666666666,0.08,0.12,0.5833333333333334,0.6418439716312057,0.6666666666666666,0.7121212121212122,0.6,0.564935064935065,14.1,13.32,9.05,5.05,7.492460279162564,0.03374283984112549,0.22576761133733578,1,47.87
5,stable,nulle,0,0.0,22,0.3889769747107226,0.09509321075423094,222.67708333333331,274.897,52.21991666666668,1715.0,0.12,0.2,0.6196793808734107,0.6746113989637306,0.7184466019417476,0.7445652173913043,0.668,0.654275092936803,19.3,18.09,13.02,6.28,10.59331220135785,0.0503989113479265,0.2695106869609578,1,47.55
6,stable,nulle,0,0.0,22,0.36909157597452524,0.08454676028384027,271.4275,330.50025,59.072750000000006,1755.0,0.19,0.19,0.6198645598194131,0.6958483754512635,0.6836461126005362,0.7639593908629442,0.6402266288951841,0.640625,22.16,22.15,15.42,6.74,12.970093925278166,0.07243087030027477,0.30827480969641646,1,47.22
7,stable,nulle,0,0.0,22,0.3788950815851463,0.07707172599236581,355.99041666666665,402.94966666666664,46.959250000000004,1770.0,0.25,0.34,0.6430398246255024,0.6989929130921299,0.6608391608391608,0.7241935483870968,0.6689342403628118,0.6978297161936561,26.81,27.37,18.74,8.07,15.208134898115263,0.07214654651364706,0.3389617443558672,1,48.13
8,stable,nulle,0,0.0,22,0.3786183488504786,0.08116411672844377,352.0371666666667,381.18766666666653,29.150499999999983,1520.0,0.26,0.25,0.6448493863889921,0.7105796513984597,0.7212643678160919,0.7721238938053098,0.6653061224489796,0.6369529983792545,24.67,26.89,17.53,7.14,13.229848911380998,0.07667462841771855,0.359464788068017,1,48.01
9,stable,nulle,0,0.0,22,0.37637433860744735,0.08204668195670439,316.5810833333333,392.2829166666667,75.70183333333334,1625.0,0.17,0.29,0.6392508143322475,0.7216619604679306,0.6952965235173824,0.773356401384083,0.6755162241887905,0.6713615023474179,24.79,24.56,17.89,6.9,12.647717973683807,0.08148456791684497,0.34665518984450444,1,46.91
