generation,t_env,v_vie,n_inversions_vie,lambda_cout,graine,eta_moyen,eta_ecart_type,p_naif_moyen,p_libre_moyen,delta_p_moyen,fitness_max,survie_naif,survie_libre,discrimination_naif,discrimination_libre,discrim_tiers1_libre,discrim_tiers3_libre,discrim_tiers1_naif,discrim_tiers3_naif,repas_moyen_libre,repas_moyen_naif,nutritifs_moyen_libre,toxiques_moyen_libre,cout_apprentissage_moyen,derive_acquise_moyenne,derive_preference_moyenne,n_especes,complexite_moyenne
0,maximale,nulle,0,0.0,22,0.4664772414610261,0.28518565209464664,39.85783333333333,60.102250000000005,20.244416666666663,1095.0,0.0,0.01,0.48577680525164113,0.5483870967741935,0.9230769230769231,0.7307692307692307,nan,nan,5.58,4.57,3.06,2.52,1.9695432043785916,0.010203213490599041,0.13320116486675096,1,48.0
1,maximale,nulle,0,0.0,22,0.4458751205059366,0.2213409801922576,94.97141666666667,89.19099999999999,-5.780416666666664,988.5,0.06,0.03,0.5186246418338109,0.5698254364089775,0.6285714285714286,0.5555555555555556,0.7029702970297029,0.7272727272727273,8.02,10.47,4.57,3.45,4.534863140889289,0.016711214559919692,0.18363493558932933,1,48.01
2,maximale,nulle,0,0.0,22,0.40695974477707436,0.14224287949934478,83.32858333333334,109.49041666666668,26.161833333333337,1100.0,0.04,0.05,0.4984771573604061,0.5797101449275363,0.631578947368421,0.6666666666666666,0.6388888888888888,0.6785714285714286,9.66,9.85,5.6,4.06,4.213221200446629,0.015962915558010434,0.2009644709036639,1,48.18
3,maximale,nulle,0,0.0,22,0.3697121613103577,0.12313909697864112,123.60716666666667,127.5465,3.9393333333333374,1378.125,0.06,0.05,0.53828125,0.6069031639501438,0.5555555555555556,0.6567164179104478,0.576271186440678,0.5971563981042654,10.43,12.8,6.33,4.1,4.6966568882478885,0.021096363971105328,0.19619456306715818,1,48.45
4,maximale,nulle,0,0.0,22,0.34105364399467947,0.11017331718330203,125.24883333333334,141.3305,16.08166666666667,1151.5666666666666,0.09,0.11,0.5029940119760479,0.5619896065330364,0.6496815286624203,0.6266666666666667,0.6548672566371682,0.6,13.47,15.03,7.57,5.9,5.542358886061963,0.02428303831618923,0.24533232801268764,1,48.64
5,maximale,nulle,0,0.0,22,0.3220055548529925,0.09528277286708875,112.69141666666667,144.58941666666666,31.897999999999996,1185.0,0.03,0.06,0.5003625815808557,0.5707931801334322,0.5947712418300654,0.6302521008403361,0.6956521739130435,0.5423728813559322,13.49,13.79,7.7,5.79,5.544097912234698,0.0227130782720229,0.20139482890604207,1,47.63
6,maximale,nulle,0,0.0,22,0.29732671308648817,0.06866923800592067,177.53266666666667,204.16958333333335,26.636916666666664,1635.0,0.09,0.08,0.535358826610791,0.5970654627539503,0.6299559471365639,0.6636771300448431,0.6276595744680851,0.5910652920962199,17.72,19.09,10.58,7.14,6.910039916138082,0.03315785362668954,0.24916905228852948,1,47.11
7,maximale,nulle,0,0.0,22,0.32182584756587607,0.07931145728744379,150.60533333333333,180.57283333333328,29.967500000000005,1430.0,0.07,0.1,0.4717685487634158,0.555247084952804,0.5622317596566524,0.5948905109489051,0.5,0.4549763033175355,18.01,21.43,10.0,8.01,6.9649149137027,0.026576896442037454,0.2607207935603464,1,46.88
8,maximale,nulle,0,0.0,22,0.3174121532372252,0.0883086450915539,219.22575,243.09199999999993,23.86625,1810.8666666666666,0.16,0.09,0.5398116438356164,0.6354056902002108,0.6442307692307693,0.7404255319148936,0.5941176470588235,0.5630841121495327,18.98,23.36,12.06,6.92,6.891970671803579,0.03962407008132542,0.27070167020152697,1,46.77
9,maximale,nulle,0,0.0,22,0.30809261609974053,0.0721330635654604,168.77633333333333,196.56825,27.791916666666665,1170.0,0.11,0.14,0.48435434111943587,0.5531376518218624,0.6217228464419475,0.5984848484848485,0.5,0.5030674846625767,19.76,22.69,10.93,8.83,7.26024172128907,0.032479482397333566,0.2707981908230406,1,47.3
