generation,t_env,v_vie,n_inversions_vie,lambda_cout,graine,eta_moyen,eta_ecart_type,p_naif_moyen,p_libre_moyen,delta_p_moyen,fitness_max,survie_naif,survie_libre,discrimination_naif,discrimination_libre,discrim_tiers1_libre,discrim_tiers3_libre,discrim_tiers1_naif,discrim_tiers3_naif,repas_moyen_libre,repas_moyen_naif,nutritifs_moyen_libre,toxiques_moyen_libre,cout_apprentissage_moyen,derive_acquise_moyenne,derive_preference_moyenne,n_especes,complexite_moyenne
0,maximale,chaotique,29,0.0,23,0.4275127343650966,0.30281744494142443,52.35941666666667,41.500416666666666,-10.859000000000002,280.925,0.01,0.0,0.5176908752327747,0.4966139954853273,nan,nan,0.5714285714285714,0.6666666666666666,4.43,5.37,2.2,2.23,1.7098947296848592,0.004651660565590115,0.11475796835966659,1,48.0
1,maximale,chaotique,29,0.0,23,0.4419682430591206,0.1999105048659457,85.19516666666667,65.66666666666667,-19.528499999999998,870.0,0.07,0.02,0.49371980676328503,0.49801849405548215,0.4666666666666667,0.5789473684210527,0.48427672955974843,0.5397727272727273,7.57,10.35,3.77,3.8,3.5280736192323605,0.009970098449935787,0.15856972455366108,1,47.81
2,maximale,chaotique,29,0.0,23,0.382776949587428,0.1590682113825829,137.11341666666667,105.88558333333333,-31.227833333333333,790.0,0.13,0.08,0.4944606413994169,0.4860294117647059,0.5,0.514792899408284,0.5426008968609866,0.5071428571428571,13.6,17.15,6.61,6.99,6.6608182788464445,0.016811172759885865,0.21336094829714158,1,47.86
3,maximale,chaotique,29,0.0,23,0.3233963998434951,0.13312462185159327,198.11266666666666,192.97975000000005,-5.132916666666665,980.0,0.12,0.15,0.5090526315789474,0.5168236877523553,0.5513698630136986,0.5173410404624278,0.4981549815498155,0.5507246376811594,22.29,23.75,11.52,10.77,9.916218151766852,0.020197648031931564,0.23128615706624303,1,48.14
4,maximale,chaotique,29,0.0,23,0.28215555345579096,0.11557713474239914,200.14083333333332,179.03425,-21.106583333333337,1055.0,0.19,0.18,0.5140664961636828,0.5043597980725103,0.5361930294906166,0.4925,0.5429864253393665,0.5137420718816068,21.79,23.46,10.99,10.8,8.086725979344642,0.013607554725093552,0.2021311110215918,1,48.31
5,maximale,chaotique,29,0.0,23,0.27604259254133917,0.0764243219425179,166.5975,161.81366666666668,-4.78383333333333,960.0,0.14,0.11,0.48985239852398527,0.502532928064843,0.5685279187817259,0.538135593220339,0.5057471264367817,0.5130434782608696,19.74,21.68,9.92,9.82,7.176904764447257,0.016236052929640754,0.220988651432177,1,48.77
6,maximale,chaotique,29,0.0,23,0.2662828324468505,0.0738333584658808,212.37633333333332,195.15633333333335,-17.22,1035.0,0.17,0.14,0.4950312845049687,0.4991809991809992,0.534375,0.4774774774774775,0.539440203562341,0.5043290043290043,24.42,27.17,12.19,12.23,9.019766730911964,0.017838844320884614,0.23568470697182065,1,47.92
7,maximale,chaotique,29,0.0,23,0.25173832934289686,0.05959571208662279,190.66725000000005,191.73541666666668,1.0681666666666598,1009.9833333333333,0.17,0.14,0.4901803607214429,0.5082393755420642,0.5504885993485342,0.5041782729805014,0.5,0.4854586129753915,23.06,24.95,11.72,11.34,7.674643076280871,0.017779521471498107,0.19279515596849467,1,47.74
8,maximale,chaotique,29,0.0,23,0.23871591105052353,0.06257054369869633,260.7169166666667,251.31699999999998,-9.399916666666673,1062.8916666666667,0.25,0.24,0.5006086427267195,0.5038461538461538,0.5382978723404256,0.5181268882175226,0.5077519379844961,0.4980392156862745,31.2,32.86,15.72,15.48,11.377371953828376,0.022831634936436914,0.2344459144299559,1,48.24
9,maximale,chaotique,29,0.0,23,0.25616214043960794,0.083963097234629,198.88325,193.37425000000002,-5.509000000000006,1055.0,0.17,0.14,0.4937402190923318,0.5083726921425504,0.5536332179930796,0.4953271028037383,0.5424242424242425,0.4782608695652174,23.29,25.56,11.84,11.45,7.528001188488771,0.020423799397056585,0.23253255522640381,1,47.83
10,maximale,chaotique,29,0.0,23,0.2545626713687639,0.07910235390482798,225.24000000000004,195.29975,-29.940250000000002,1063.875,0.23,0.14,0.5012406947890818,0.5024772914946325,0.5053763440860215,0.5135746606334841,0.5123339658444023,0.504424778761062,24.22,28.21,12.17,12.05,7.459658289479194,0.01933045707185865,0.19898144998236805,1,47.74
11,maximale,chaotique,29,0.0,23,0.23750275139430166,0.07843371040998726,272.10833333333335,259.6341666666667,-12.47416666666666,1505.0,0.22,0.21,0.5014577259475219,0.5051449953227315,0.5632754342431762,0.4968944099378882,0.521978021978022,0.5114093959731544,32.07,34.3,16.2,15.87,8.280957628812082,0.020259013468119452,0.26474051562827866,1,47.16
