generation,t_env,v_vie,n_inversions_vie,lambda_cout,graine,eta_moyen,eta_ecart_type,p_naif_moyen,p_libre_moyen,delta_p_moyen,fitness_max,survie_naif,survie_libre,discrimination_naif,discrimination_libre,discrim_tiers1_libre,discrim_tiers3_libre,discrim_tiers1_naif,discrim_tiers3_naif,repas_moyen_libre,repas_moyen_naif,nutritifs_moyen_libre,toxiques_moyen_libre,cout_apprentissage_moyen,derive_acquise_moyenne,derive_preference_moyenne,n_especes,complexite_moyenne
0,maximale,lente,1,0.0,23,0.5256736893526655,0.2966198186504157,36.3805,33.91341666666667,-2.4670833333333326,615.9416666666667,0.0,0.01,0.5040214477211796,0.5075528700906344,0.5555555555555556,0.375,nan,nan,3.31,3.73,1.68,1.63,1.324291291879506,0.006116520495709262,0.11669454320094041,1,48.0
1,maximale,lente,1,0.0,23,0.521371581732642,0.23195251365086525,83.31608333333332,83.05850000000001,-0.2575833333333364,1003.1666666666666,0.01,0.01,0.5341981132075472,0.5802816901408451,0.6666666666666666,0.2,0.5555555555555556,0.5333333333333333,7.1,8.48,4.12,2.98,3.784467147813314,0.011323660704397134,0.1636539822900398,1,47.93
2,maximale,lente,1,0.0,23,0.4339694216023669,0.16905775017678415,127.88650000000001,127.81724999999999,-0.06925000000000071,800.0,0.05,0.05,0.5032765399737876,0.5651808242220353,0.6617647058823529,0.46835443037974683,0.7368421052631579,0.4111111111111111,11.89,15.26,6.72,5.17,6.0662600057246365,0.018021057735500914,0.23955353472290647,1,48.16
3,maximale,lente,1,0.0,23,0.4332351880517546,0.103138032804574,183.93424999999996,182.54291666666668,-1.3913333333333344,708.7083333333334,0.11,0.09,0.5201729106628242,0.5891959798994975,0.7614678899082569,0.504950495049505,0.6190476190476191,0.44881889763779526,15.92,20.82,9.38,6.54,8.206844738999159,0.021869779283459602,0.299614274698596,1,48.08
4,maximale,lente,1,0.0,23,0.465775428289204,0.09597691916660928,150.28025,143.31008333333332,-6.970166666666666,996.0916666666667,0.08,0.04,0.5277608297742525,0.5720789074355084,0.6885245901639344,0.45454545454545453,0.5981308411214953,0.42424242424242425,13.18,16.39,7.54,5.64,7.215485990137279,0.022148855543757645,0.28481459189574465,1,48.19
5,maximale,lente,1,0.0,23,0.45144293409743474,0.09580739267888573,156.43724999999998,169.28708333333336,12.849833333333336,1088.675,0.07,0.06,0.494212380473075,0.592114208021754,0.5913978494623656,0.6065573770491803,0.6028368794326241,0.39766081871345027,14.71,19.87,8.71,6.0,7.971938130187606,0.020379832985296303,0.258728740925342,1,48.62
6,maximale,lente,1,0.0,23,0.42422394271168296,0.11092640117074347,205.63266666666664,167.45241666666664,-38.18025,925.4583333333334,0.15,0.04,0.5125462772521596,0.5580823601720959,0.5538461538461539,0.45161290322580644,0.5397350993377483,0.45454545454545453,16.27,24.31,9.08,7.19,9.829384178371232,0.025304574941696453,0.3189790332058873,1,48.59
7,maximale,lente,1,0.0,23,0.4266140395392955,0.09429890097801946,185.31224999999998,168.95916666666665,-16.353083333333327,722.8,0.1,0.05,0.5240153698366955,0.5543543543543543,0.6790123456790124,0.4153846153846154,0.5741626794258373,0.463768115942029,16.65,20.82,9.23,7.42,10.462659413523049,0.02227684765475463,0.3126108834797771,1,49.08
8,maximale,lente,1,0.0,23,0.43753688640547517,0.07929625345994834,198.85666666666665,175.33791666666662,-23.518750000000008,1014.45,0.09,0.03,0.5160450997398092,0.5741656365883807,0.8205128205128205,0.5230769230769231,0.6198347107438017,0.46153846153846156,16.18,23.06,9.29,6.89,9.365216834291623,0.027137707904376893,0.32337968314250015,1,48.73
9,maximale,lente,1,0.0,23,0.4437179551159598,0.10933505346301765,243.0625,210.62749999999997,-32.435,841.3666666666667,0.13,0.07,0.5069046817110138,0.5715730905412241,0.660377358490566,0.31666666666666665,0.6140350877192983,0.4411764705882353,19.77,29.69,11.3,8.47,12.65722413313639,0.03619976484311342,0.35581838628622814,1,48.22
