generation,t_env,v_vie,n_inversions_vie,lambda_cout,graine,eta_moyen,eta_ecart_type,p_naif_moyen,p_libre_moyen,delta_p_moyen,fitness_max,survie_naif,survie_libre,discrimination_naif,discrimination_libre,discrim_tiers1_libre,discrim_tiers3_libre,discrim_tiers1_naif,discrim_tiers3_naif,repas_moyen_libre,repas_moyen_naif,nutritifs_moyen_libre,toxiques_moyen_libre,cout_apprentissage_moyen,derive_acquise_moyenne,derive_preference_moyenne,n_especes,complexite_moyenne
0,maximale,moderee,3,0.0,23,0.4998037859125952,0.27103417210466146,43.558083333333336,48.72333333333333,5.165250000000002,366.68333333333334,0.01,0.0,0.4968152866242038,0.5078431372549019,nan,nan,0.42857142857142855,0.5714285714285714,5.1,4.71,2.59,2.51,2.176254782794293,0.006874153678435488,0.11613166511962253,1,48.0
1,maximale,moderee,3,0.0,23,0.4840460012590055,0.2202031670536182,79.51191666666666,58.01016666666667,-21.501749999999998,395.0,0.05,0.03,0.5027262813522355,0.527972027972028,0.5625,0.5652173913043478,0.48484848484848486,0.5,5.72,9.17,3.02,2.7,3.9888143869480377,0.009552291862889594,0.15224638181834246,1,47.95
2,maximale,moderee,3,0.0,23,0.5789535475801615,0.2007922404218058,97.10658333333333,89.72191666666667,-7.384666666666666,578.775,0.05,0.02,0.5085662759242561,0.5388076490438695,0.625,0.5,0.5373134328358209,0.6,8.89,11.09,4.79,4.1,7.258390111506458,0.020418061662718538,0.23019631952075487,1,47.63
3,maximale,moderee,3,0.0,23,0.5653510289235264,0.18512871788132582,161.53208333333333,118.91808333333334,-42.614,792.5583333333333,0.15,0.05,0.48355720240852246,0.5352798053527981,0.5952380952380952,0.5517241379310345,0.4851190476190476,0.5065274151436031,12.33,21.59,6.6,5.73,9.78226699418182,0.02745125020044901,0.30514981280912296,1,47.84
4,maximale,moderee,3,0.0,23,0.5684759419624145,0.13263544260079063,156.59275,103.92425000000001,-52.668499999999995,722.7,0.12,0.04,0.5050612679808204,0.5127768313458262,0.7317073170731707,0.391304347826087,0.5689655172413793,0.5073529411764706,11.74,18.77,6.02,5.72,9.557929367698707,0.032310329427722044,0.3177159923635221,1,47.39
5,maximale,moderee,3,0.0,23,0.54044740252624,0.0954349642011516,125.32774999999998,115.04041666666667,-10.287333333333336,723.8333333333334,0.07,0.07,0.5013210039630119,0.525974025974026,0.5157894736842106,0.5645161290322581,0.525,0.5660377358490566,12.32,15.14,6.48,5.84,8.541468200338237,0.02344921310771769,0.29171238127074145,1,46.84
6,maximale,moderee,3,0.0,23,0.5412164213069002,0.08043214406594072,141.51408333333336,113.66166666666666,-27.852416666666663,774.625,0.08,0.03,0.5038078500292912,0.5315391084945332,0.71875,0.6785714285714286,0.6289308176100629,0.41025641025641024,11.89,17.07,6.32,5.57,8.165076451278868,0.02428258411719949,0.30211692413800617,1,46.66
7,maximale,moderee,3,0.0,23,0.5263562739277694,0.08237642743417982,130.95775,89.36625,-41.591499999999996,612.9166666666666,0.09,0.03,0.49692118226600984,0.5224191866527633,0.574468085106383,0.625,0.5661764705882353,0.4393063583815029,9.59,16.24,5.01,4.58,5.906170197228565,0.01990699582175261,0.24070487114287178,1,46.34
8,maximale,moderee,3,0.0,23,0.5241026664604876,0.08074524281963646,134.24383333333336,102.21416666666669,-32.029666666666664,950.0,0.04,0.02,0.4993983152827918,0.5593395252837977,0.6346153846153846,0.5357142857142857,0.5185185185185185,0.4233576642335766,9.69,16.62,5.42,4.27,6.181459129677583,0.024993207783383046,0.2384062770735833,1,46.41
9,maximale,moderee,3,0.0,23,0.5422309671593606,0.0650349127500532,182.35908333333336,138.05516666666665,-44.30391666666665,1120.0,0.12,0.05,0.5077132486388385,0.5449358059914408,0.6206896551724138,0.5047619047619047,0.5838709677419355,0.41786743515850144,14.02,22.04,7.64,6.38,8.678983362684452,0.02877413942270577,0.29281310648848835,1,46.13
