generation,t_env,v_vie,n_inversions_vie,lambda_cout,graine,eta_moyen,eta_ecart_type,p_naif_moyen,p_libre_moyen,delta_p_moyen,fitness_max,survie_naif,survie_libre,discrimination_naif,discrimination_libre,discrim_tiers1_libre,discrim_tiers3_libre,discrim_tiers1_naif,discrim_tiers3_naif,repas_moyen_libre,repas_moyen_naif,nutritifs_moyen_libre,toxiques_moyen_libre,cout_apprentissage_moyen,derive_acquise_moyenne,derive_preference_moyenne,n_especes,complexite_moyenne
0,maximale,rapide,9,0.0,23,0.5069266161704818,0.27883801983947504,35.658833333333334,49.343583333333335,13.684750000000001,595.0,0.01,0.02,0.47030878859857483,0.5118577075098815,0.5,0.5925925925925926,0.7,0.5,5.06,4.21,2.59,2.47,1.7434876310532161,0.005190691995828144,0.1084171016366565,1,48.0
1,maximale,rapide,9,0.0,23,0.41088404570539244,0.1655490466479205,66.62083333333334,58.06766666666667,-8.553166666666666,655.575,0.04,0.02,0.5067204301075269,0.5219594594594594,0.6,0.3333333333333333,0.5754716981132075,0.4857142857142857,5.92,7.44,3.09,2.83,3.3769015742936928,0.008112850924914556,0.0922563390777837,1,47.96
2,maximale,rapide,9,0.0,23,0.37110174545748736,0.1274804983278953,97.20675000000001,85.62533333333333,-11.581416666666666,699.0583333333333,0.07,0.01,0.49870801033591733,0.5098855359001041,0.6666666666666666,nan,0.4954128440366973,0.515625,9.61,11.61,4.9,4.71,5.019769845786394,0.011951590791635849,0.1514231278890584,1,47.46
3,maximale,rapide,9,0.0,23,0.3715518046168412,0.10001127854636996,109.30016666666664,90.52891666666665,-18.77125,750.0,0.05,0.05,0.508235294117647,0.5032987747408105,0.6153846153846154,0.5520833333333334,0.6078431372549019,0.472,10.61,12.75,5.34,5.27,5.886562555059682,0.015010391202843571,0.1432611966528748,1,47.13
4,maximale,rapide,9,0.0,23,0.3724036655341443,0.09791133351550803,174.56983333333335,155.50383333333335,-19.066000000000003,1000.0,0.13,0.1,0.503734827264239,0.5205245153933865,0.5364583333333334,0.5025906735751295,0.5540983606557377,0.45308310991957107,17.54,21.42,9.13,8.41,10.650340168067688,0.02493515936000309,0.18211260748316593,1,47.24
5,maximale,rapide,9,0.0,23,0.3937192217674083,0.09334686530581265,161.10625,152.32691666666665,-8.779333333333339,1003.75,0.13,0.09,0.502020202020202,0.5138339920948617,0.5714285714285714,0.4564102564102564,0.5301587301587302,0.5012406947890818,17.71,19.8,9.1,8.61,9.65756345487615,0.01950372916663244,0.1866392630268682,1,46.48
6,maximale,rapide,9,0.0,23,0.39203986587210315,0.09973277359020223,160.71283333333332,152.63283333333334,-8.08,1077.9333333333334,0.11,0.08,0.5040941658137155,0.5077177508269018,0.6048387096774194,0.4787234042553192,0.6041666666666666,0.4703389830508475,18.14,19.54,9.21,8.93,8.562065263476494,0.02133217340027097,0.20869864995006918,1,45.31
7,maximale,rapide,9,0.0,23,0.3630727947624342,0.07627306971354063,157.66833333333335,147.10466666666667,-10.563666666666663,925.0,0.06,0.07,0.4984771573604061,0.5033557046979866,0.532051282051282,0.484472049689441,0.5838509316770186,0.5144230769230769,17.88,19.7,9.0,8.88,7.65461320530131,0.0198446193733541,0.19801668136554426,1,44.71
8,maximale,rapide,9,0.0,23,0.3525539322608647,0.07804485391990407,217.64491666666666,177.06208333333336,-40.582833333333326,1090.0,0.18,0.14,0.5093618647306075,0.4953271028037383,0.5669014084507042,0.4599406528189911,0.5294117647058824,0.5,22.47,26.17,11.13,11.34,8.63338174865898,0.019623879878989454,0.20565964503150064,1,44.52
9,maximale,rapide,9,0.0,23,0.3262595525462336,0.0716022099266582,220.16199999999998,218.30716666666663,-1.8548333333333362,1165.0,0.23,0.2,0.498022294138799,0.510957324106113,0.5630252100840336,0.5010060362173038,0.5309734513274337,0.47611202635914335,26.01,27.81,13.29,12.72,8.97926785856027,0.02128517620444027,0.22679024804655884,1,44.43
